Area,Season,Year,Months,Standard Deviation,Outlier Type
Antarctica,Fall,1996,September,2.058,High
Argentina,Summer,1996,July,1.424,High
Austria,Winter,1996,February,2.924,High
Austria,Spring,1996,March,2.054,High
Belgium-Luxembourg,Winter,1996,February,2.905,High
Belgium-Luxembourg,Spring,1996,March,1.844,High
Belgium-Luxembourg,Summer,1996,July,1.397,High
Bulgaria,Winter,1996,February,2.776,High
Bulgaria,Summer,1996,August,1.343,High
Canada,Spring,1996,March,1.875,High
Denmark,Winter,1996,February,2.55,High
Denmark,Spring,1996,March,2.01,High
Finland,Winter,1996,January,3.335,High
Finland,Winter,1996,February,3.566,High
Finland,Spring,1996,March,2.892,High
Finland,Summer,1996,June,1.583,High
Finland,Summer,1996,July,1.38,High
Finland,Fall,1996,October,1.915,High
Finland,Fall,1996,November,2.28,High
Finland,Winter,1996,December,3.499,High
Germany,Winter,1996,February,2.957,High
Germany,Spring,1996,March,2.037,High
Greenland,Spring,1996,March,2.021,High
Hungary,Winter,1996,February,3.171,High
Hungary,Spring,1996,March,2.223,High
Iceland,Spring,1996,March,2.196,High
Liechtenstein,Winter,1996,February,2.814,High
Liechtenstein,Spring,1996,March,1.959,High
Mongolia,Winter,1996,February,3.021,High
Mongolia,Spring,1996,March,1.962,High
Mongolia,Fall,1996,November,2.235,High
Mongolia,Winter,1996,December,2.926,High
Netherlands,Winter,1996,February,2.75,High
Norway,Spring,1996,March,2.1,High
Norway,Summer,1996,June,1.468,High
Paraguay,Summer,1996,June,1.592,High
Paraguay,Summer,1996,July,2.058,High
Paraguay,Summer,1996,August,1.58,High
Poland,Winter,1996,January,2.587,High
Poland,Winter,1996,February,3.375,High
Poland,Spring,1996,March,2.815,High
Poland,Summer,1996,July,1.336,High
Romania,Winter,1996,February,3.065,High
Romania,Spring,1996,March,2.027,High
Romania,Fall,1996,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,1996,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,1996,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,1996,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,1996,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,1996,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,1996,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,1996,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,1996,December,4.189,High
Sweden,Winter,1996,January,2.681,High
Sweden,Winter,1996,February,3.178,High
Sweden,Spring,1996,March,2.462,High
Sweden,Summer,1996,June,1.359,High
Sweden,Fall,1996,November,1.927,High
Sweden,Winter,1996,December,2.699,High
Switzerland,Winter,1996,February,2.724,High
Switzerland,Spring,1996,March,1.836,High
Uruguay,Summer,1996,June,1.463,High
Uruguay,Summer,1996,July,1.606,High
Northern Europe,Winter,1996,February,2.643,High
Northern Europe,Spring,1996,March,1.93,High
Afghanistan,Winter,1997,February,2.597,High
Antarctica,Spring,1997,April,1.868,High
Antarctica,Summer,1997,June,1.929,High
Antarctica,Summer,1997,July,1.801,High
Antarctica,Summer,1997,August,2.216,High
Antarctica,Fall,1997,September,2.058,High
Argentina,Summer,1997,July,1.424,High
Austria,Winter,1997,February,2.924,High
Austria,Spring,1997,March,2.054,High
Belgium-Luxembourg,Winter,1997,February,2.905,High
Belgium-Luxembourg,Spring,1997,March,1.844,High
Belgium-Luxembourg,Summer,1997,July,1.397,High
Bulgaria,Winter,1997,February,2.776,High
Bulgaria,Summer,1997,August,1.343,High
Canada,Spring,1997,March,1.875,High
Denmark,Winter,1997,February,2.55,High
Denmark,Spring,1997,March,2.01,High
Finland,Winter,1997,January,3.335,High
Finland,Winter,1997,February,3.566,High
Finland,Spring,1997,March,2.892,High
Finland,Summer,1997,June,1.583,High
Finland,Summer,1997,July,1.38,High
Finland,Fall,1997,October,1.915,High
Finland,Fall,1997,November,2.28,High
Finland,Winter,1997,December,3.499,High
Germany,Winter,1997,February,2.957,High
Germany,Spring,1997,March,2.037,High
Greenland,Spring,1997,March,2.021,High
Hungary,Winter,1997,February,3.171,High
Hungary,Spring,1997,March,2.223,High
Iceland,Spring,1997,March,2.196,High
Liechtenstein,Winter,1997,February,2.814,High
Liechtenstein,Spring,1997,March,1.959,High
Mongolia,Winter,1997,February,3.021,High
Mongolia,Spring,1997,March,1.962,High
Mongolia,Fall,1997,November,2.235,High
Mongolia,Winter,1997,December,2.926,High
Netherlands,Winter,1997,February,2.75,High
Norway,Spring,1997,March,2.1,High
Norway,Summer,1997,June,1.468,High
Paraguay,Summer,1997,June,1.592,High
Paraguay,Summer,1997,July,2.058,High
Paraguay,Summer,1997,August,1.58,High
Poland,Winter,1997,January,2.587,High
Poland,Winter,1997,February,3.375,High
Poland,Spring,1997,March,2.815,High
Poland,Summer,1997,July,1.336,High
Romania,Winter,1997,February,3.065,High
Romania,Spring,1997,March,2.027,High
Romania,Fall,1997,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,1997,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,1997,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,1997,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,1997,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,1997,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,1997,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,1997,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,1997,December,4.189,High
Sweden,Winter,1997,January,2.681,High
Sweden,Winter,1997,February,3.178,High
Sweden,Spring,1997,March,2.462,High
Sweden,Summer,1997,June,1.359,High
Sweden,Fall,1997,November,1.927,High
Sweden,Winter,1997,December,2.699,High
Switzerland,Winter,1997,February,2.724,High
Switzerland,Spring,1997,March,1.836,High
Uruguay,Summer,1997,June,1.463,High
Uruguay,Summer,1997,July,1.606,High
Northern Europe,Winter,1997,February,2.643,High
Northern Europe,Spring,1997,March,1.93,High
Afghanistan,Winter,1998,February,2.597,High
Antarctica,Spring,1998,April,1.868,High
Antarctica,Summer,1998,June,1.929,High
Antarctica,Summer,1998,July,1.801,High
Antarctica,Summer,1998,August,2.216,High
Antarctica,Fall,1998,September,2.058,High
Argentina,Summer,1998,July,1.424,High
Austria,Winter,1998,February,2.924,High
Austria,Spring,1998,March,2.054,High
Belgium-Luxembourg,Winter,1998,February,2.905,High
Belgium-Luxembourg,Spring,1998,March,1.844,High
Belgium-Luxembourg,Summer,1998,July,1.397,High
Bulgaria,Winter,1998,February,2.776,High
Bulgaria,Summer,1998,August,1.343,High
Canada,Spring,1998,March,1.875,High
Denmark,Winter,1998,February,2.55,High
Denmark,Spring,1998,March,2.01,High
Finland,Winter,1998,January,3.335,High
Finland,Winter,1998,February,3.566,High
Finland,Spring,1998,March,2.892,High
Finland,Summer,1998,June,1.583,High
Finland,Summer,1998,July,1.38,High
Finland,Fall,1998,October,1.915,High
Finland,Fall,1998,November,2.28,High
Finland,Winter,1998,December,3.499,High
Germany,Winter,1998,February,2.957,High
Germany,Spring,1998,March,2.037,High
Greenland,Spring,1998,March,2.021,High
Hungary,Winter,1998,February,3.171,High
Hungary,Spring,1998,March,2.223,High
Iceland,Spring,1998,March,2.196,High
Liechtenstein,Winter,1998,February,2.814,High
Liechtenstein,Spring,1998,March,1.959,High
Mongolia,Winter,1998,February,3.021,High
Mongolia,Spring,1998,March,1.962,High
Mongolia,Fall,1998,November,2.235,High
Mongolia,Winter,1998,December,2.926,High
Netherlands,Winter,1998,February,2.75,High
Norway,Spring,1998,March,2.1,High
Norway,Summer,1998,June,1.468,High
Paraguay,Summer,1998,June,1.592,High
Paraguay,Summer,1998,July,2.058,High
Paraguay,Summer,1998,August,1.58,High
Poland,Winter,1998,January,2.587,High
Poland,Winter,1998,February,3.375,High
Poland,Spring,1998,March,2.815,High
Poland,Summer,1998,July,1.336,High
Romania,Winter,1998,February,3.065,High
Romania,Spring,1998,March,2.027,High
Romania,Fall,1998,November,1.88,High
Svalbard and Jan Mayen Islands,Winter,1998,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,1998,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,1998,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,1998,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,1998,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,1998,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,1998,December,4.189,High
Sweden,Winter,1998,January,2.681,High
Sweden,Winter,1998,February,3.178,High
Sweden,Spring,1998,March,2.462,High
Sweden,Summer,1998,June,1.359,High
Sweden,Fall,1998,November,1.927,High
Sweden,Winter,1998,December,2.699,High
Switzerland,Winter,1998,February,2.724,High
Switzerland,Spring,1998,March,1.836,High
Uruguay,Summer,1998,June,1.463,High
Uruguay,Summer,1998,July,1.606,High
Northern Europe,Winter,1998,February,2.643,High
Northern Europe,Spring,1998,March,1.93,High
Afghanistan,Winter,1999,February,2.597,High
Antarctica,Spring,1999,April,1.868,High
Antarctica,Summer,1999,June,1.929,High
Antarctica,Summer,1999,July,1.801,High
Antarctica,Summer,1999,August,2.216,High
Antarctica,Fall,1999,September,2.058,High
Argentina,Summer,1999,July,1.424,High
Austria,Winter,1999,February,2.924,High
Austria,Spring,1999,March,2.054,High
Belgium-Luxembourg,Winter,1999,February,2.905,High
Belgium-Luxembourg,Spring,1999,March,1.844,High
Belgium-Luxembourg,Summer,1999,July,1.397,High
Bulgaria,Winter,1999,February,2.776,High
Bulgaria,Summer,1999,August,1.343,High
Canada,Spring,1999,March,1.875,High
Denmark,Winter,1999,February,2.55,High
Denmark,Spring,1999,March,2.01,High
Finland,Winter,1999,January,3.335,High
Finland,Winter,1999,February,3.566,High
Finland,Spring,1999,March,2.892,High
Finland,Summer,1999,June,1.583,High
Finland,Summer,1999,July,1.38,High
Finland,Fall,1999,October,1.915,High
Finland,Fall,1999,November,2.28,High
Finland,Winter,1999,December,3.499,High
Germany,Winter,1999,February,2.957,High
Germany,Spring,1999,March,2.037,High
Greenland,Spring,1999,March,2.021,High
Hungary,Winter,1999,February,3.171,High
Hungary,Spring,1999,March,2.223,High
Iceland,Spring,1999,March,2.196,High
Liechtenstein,Winter,1999,February,2.814,High
Liechtenstein,Spring,1999,March,1.959,High
Mongolia,Winter,1999,February,3.021,High
Mongolia,Spring,1999,March,1.962,High
Mongolia,Fall,1999,November,2.235,High
Mongolia,Winter,1999,December,2.926,High
Netherlands,Winter,1999,February,2.75,High
Norway,Spring,1999,March,2.1,High
Norway,Summer,1999,June,1.468,High
Paraguay,Summer,1999,June,1.592,High
Paraguay,Summer,1999,July,2.058,High
Paraguay,Summer,1999,August,1.58,High
Poland,Winter,1999,January,2.587,High
Poland,Winter,1999,February,3.375,High
Poland,Spring,1999,March,2.815,High
Poland,Summer,1999,July,1.336,High
Romania,Winter,1999,February,3.065,High
Romania,Spring,1999,March,2.027,High
Romania,Fall,1999,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,1999,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,1999,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,1999,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,1999,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,1999,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,1999,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,1999,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,1999,December,4.189,High
Sweden,Winter,1999,January,2.681,High
Sweden,Winter,1999,February,3.178,High
Sweden,Spring,1999,March,2.462,High
Sweden,Summer,1999,June,1.359,High
Sweden,Fall,1999,November,1.927,High
Sweden,Winter,1999,December,2.699,High
Switzerland,Winter,1999,February,2.724,High
Switzerland,Spring,1999,March,1.836,High
Uruguay,Summer,1999,June,1.463,High
Uruguay,Summer,1999,July,1.606,High
Northern Europe,Winter,1999,February,2.643,High
Northern Europe,Spring,1999,March,1.93,High
Afghanistan,Winter,2000,February,2.597,High
Antarctica,Spring,2000,April,1.868,High
Antarctica,Summer,2000,June,1.929,High
Antarctica,Summer,2000,July,1.801,High
Antarctica,Summer,2000,August,2.216,High
Antarctica,Fall,2000,September,2.058,High
Argentina,Summer,2000,July,1.424,High
Austria,Winter,2000,February,2.924,High
Austria,Spring,2000,March,2.054,High
Bulgaria,Winter,2000,February,2.776,High
Bulgaria,Summer,2000,August,1.343,High
Canada,Spring,2000,March,1.875,High
Denmark,Winter,2000,February,2.55,High
Denmark,Spring,2000,March,2.01,High
Finland,Winter,2000,January,3.335,High
Finland,Winter,2000,February,3.566,High
Finland,Spring,2000,March,2.892,High
Finland,Summer,2000,June,1.583,High
Finland,Summer,2000,July,1.38,High
Finland,Fall,2000,October,1.915,High
Finland,Fall,2000,November,2.28,High
Finland,Winter,2000,December,3.499,High
Germany,Winter,2000,February,2.957,High
Germany,Spring,2000,March,2.037,High
Greenland,Spring,2000,March,2.021,High
Hungary,Winter,2000,February,3.171,High
Hungary,Spring,2000,March,2.223,High
Iceland,Spring,2000,March,2.196,High
Liechtenstein,Winter,2000,February,2.814,High
Liechtenstein,Spring,2000,March,1.959,High
Mongolia,Winter,2000,February,3.021,High
Mongolia,Spring,2000,March,1.962,High
Mongolia,Fall,2000,November,2.235,High
Mongolia,Winter,2000,December,2.926,High
Netherlands,Winter,2000,February,2.75,High
Norway,Spring,2000,March,2.1,High
Norway,Summer,2000,June,1.468,High
Paraguay,Summer,2000,June,1.592,High
Paraguay,Summer,2000,July,2.058,High
Paraguay,Summer,2000,August,1.58,High
Poland,Winter,2000,January,2.587,High
Poland,Winter,2000,February,3.375,High
Poland,Spring,2000,March,2.815,High
Poland,Summer,2000,July,1.336,High
Romania,Winter,2000,February,3.065,High
Romania,Spring,2000,March,2.027,High
Romania,Fall,2000,November,1.88,High
Svalbard and Jan Mayen Islands,Winter,2000,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2000,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2000,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2000,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2000,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2000,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2000,December,4.189,High
Sweden,Winter,2000,January,2.681,High
Sweden,Winter,2000,February,3.178,High
Sweden,Spring,2000,March,2.462,High
Sweden,Summer,2000,June,1.359,High
Sweden,Fall,2000,November,1.927,High
Sweden,Winter,2000,December,2.699,High
Switzerland,Winter,2000,February,2.724,High
Switzerland,Spring,2000,March,1.836,High
Uruguay,Summer,2000,June,1.463,High
Uruguay,Summer,2000,July,1.606,High
Northern Europe,Winter,2000,February,2.643,High
Northern Europe,Spring,2000,March,1.93,High
Afghanistan,Winter,2001,February,2.597,High
Antarctica,Spring,2001,April,1.868,High
Antarctica,Summer,2001,June,1.929,High
Antarctica,Summer,2001,July,1.801,High
Antarctica,Summer,2001,August,2.216,High
Antarctica,Fall,2001,September,2.058,High
Argentina,Summer,2001,July,1.424,High
Austria,Winter,2001,February,2.924,High
Austria,Spring,2001,March,2.054,High
Bulgaria,Winter,2001,February,2.776,High
Bulgaria,Summer,2001,August,1.343,High
Canada,Spring,2001,March,1.875,High
Denmark,Winter,2001,February,2.55,High
Denmark,Spring,2001,March,2.01,High
Finland,Winter,2001,January,3.335,High
Finland,Winter,2001,February,3.566,High
Finland,Spring,2001,March,2.892,High
Finland,Summer,2001,June,1.583,High
Finland,Summer,2001,July,1.38,High
Finland,Fall,2001,October,1.915,High
Finland,Fall,2001,November,2.28,High
Finland,Winter,2001,December,3.499,High
Germany,Winter,2001,February,2.957,High
Germany,Spring,2001,March,2.037,High
Greenland,Spring,2001,March,2.021,High
Hungary,Winter,2001,February,3.171,High
Hungary,Spring,2001,March,2.223,High
Iceland,Spring,2001,March,2.196,High
Liechtenstein,Winter,2001,February,2.814,High
Liechtenstein,Spring,2001,March,1.959,High
Mongolia,Winter,2001,February,3.021,High
Mongolia,Spring,2001,March,1.962,High
Mongolia,Fall,2001,November,2.235,High
Mongolia,Winter,2001,December,2.926,High
Netherlands,Winter,2001,February,2.75,High
Norway,Spring,2001,March,2.1,High
Norway,Summer,2001,June,1.468,High
Paraguay,Summer,2001,June,1.592,High
Paraguay,Summer,2001,July,2.058,High
Paraguay,Summer,2001,August,1.58,High
Poland,Winter,2001,January,2.587,High
Poland,Winter,2001,February,3.375,High
Poland,Spring,2001,March,2.815,High
Poland,Summer,2001,July,1.336,High
Romania,Winter,2001,February,3.065,High
Romania,Spring,2001,March,2.027,High
Romania,Fall,2001,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2001,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2001,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2001,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2001,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2001,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2001,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2001,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2001,December,4.189,High
Sweden,Winter,2001,January,2.681,High
Sweden,Winter,2001,February,3.178,High
Sweden,Spring,2001,March,2.462,High
Sweden,Summer,2001,June,1.359,High
Sweden,Fall,2001,November,1.927,High
Sweden,Winter,2001,December,2.699,High
Switzerland,Winter,2001,February,2.724,High
Switzerland,Spring,2001,March,1.836,High
Uruguay,Summer,2001,June,1.463,High
Uruguay,Summer,2001,July,1.606,High
Northern Europe,Winter,2001,February,2.643,High
Northern Europe,Spring,2001,March,1.93,High
Afghanistan,Winter,2002,February,2.597,High
Antarctica,Spring,2002,April,1.868,High
Antarctica,Summer,2002,June,1.929,High
Antarctica,Summer,2002,July,1.801,High
Antarctica,Summer,2002,August,2.216,High
Antarctica,Fall,2002,September,2.058,High
Argentina,Summer,2002,July,1.424,High
Austria,Winter,2002,February,2.924,High
Austria,Spring,2002,March,2.054,High
Bulgaria,Winter,2002,February,2.776,High
Bulgaria,Summer,2002,August,1.343,High
Canada,Spring,2002,March,1.875,High
Denmark,Winter,2002,February,2.55,High
Denmark,Spring,2002,March,2.01,High
Finland,Winter,2002,January,3.335,High
Finland,Winter,2002,February,3.566,High
Finland,Spring,2002,March,2.892,High
Finland,Summer,2002,June,1.583,High
Finland,Summer,2002,July,1.38,High
Finland,Fall,2002,October,1.915,High
Finland,Fall,2002,November,2.28,High
Finland,Winter,2002,December,3.499,High
Germany,Winter,2002,February,2.957,High
Germany,Spring,2002,March,2.037,High
Greenland,Spring,2002,March,2.021,High
Hungary,Winter,2002,February,3.171,High
Hungary,Spring,2002,March,2.223,High
Iceland,Spring,2002,March,2.196,High
Liechtenstein,Winter,2002,February,2.814,High
Liechtenstein,Spring,2002,March,1.959,High
Mongolia,Winter,2002,February,3.021,High
Mongolia,Spring,2002,March,1.962,High
Mongolia,Fall,2002,November,2.235,High
Mongolia,Winter,2002,December,2.926,High
Netherlands,Winter,2002,February,2.75,High
Norway,Spring,2002,March,2.1,High
Norway,Summer,2002,June,1.468,High
Paraguay,Summer,2002,June,1.592,High
Paraguay,Summer,2002,July,2.058,High
Paraguay,Summer,2002,August,1.58,High
Poland,Winter,2002,January,2.587,High
Poland,Winter,2002,February,3.375,High
Poland,Spring,2002,March,2.815,High
Poland,Summer,2002,July,1.336,High
Romania,Winter,2002,February,3.065,High
Romania,Spring,2002,March,2.027,High
Romania,Fall,2002,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2002,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2002,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2002,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2002,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2002,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2002,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2002,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2002,December,4.189,High
Sweden,Winter,2002,January,2.681,High
Sweden,Winter,2002,February,3.178,High
Sweden,Spring,2002,March,2.462,High
Sweden,Summer,2002,June,1.359,High
Sweden,Fall,2002,November,1.927,High
Sweden,Winter,2002,December,2.699,High
Switzerland,Winter,2002,February,2.724,High
Switzerland,Spring,2002,March,1.836,High
Uruguay,Summer,2002,June,1.463,High
Uruguay,Summer,2002,July,1.606,High
Northern Europe,Winter,2002,February,2.643,High
Northern Europe,Spring,2002,March,1.93,High
Afghanistan,Winter,2003,February,2.597,High
Antarctica,Spring,2003,April,1.868,High
Antarctica,Summer,2003,June,1.929,High
Antarctica,Summer,2003,July,1.801,High
Antarctica,Summer,2003,August,2.216,High
Antarctica,Fall,2003,September,2.058,High
Argentina,Summer,2003,July,1.424,High
Austria,Winter,2003,February,2.924,High
Austria,Spring,2003,March,2.054,High
Bulgaria,Winter,2003,February,2.776,High
Bulgaria,Summer,2003,August,1.343,High
Canada,Spring,2003,March,1.875,High
Denmark,Winter,2003,February,2.55,High
Denmark,Spring,2003,March,2.01,High
Finland,Winter,2003,January,3.335,High
Finland,Winter,2003,February,3.566,High
Finland,Spring,2003,March,2.892,High
Finland,Summer,2003,June,1.583,High
Finland,Summer,2003,July,1.38,High
Finland,Fall,2003,October,1.915,High
Finland,Fall,2003,November,2.28,High
Finland,Winter,2003,December,3.499,High
Germany,Winter,2003,February,2.957,High
Germany,Spring,2003,March,2.037,High
Greenland,Spring,2003,March,2.021,High
Hungary,Winter,2003,February,3.171,High
Hungary,Spring,2003,March,2.223,High
Iceland,Spring,2003,March,2.196,High
Liechtenstein,Winter,2003,February,2.814,High
Liechtenstein,Spring,2003,March,1.959,High
Mongolia,Winter,2003,February,3.021,High
Mongolia,Spring,2003,March,1.962,High
Mongolia,Fall,2003,November,2.235,High
Mongolia,Winter,2003,December,2.926,High
Netherlands,Winter,2003,February,2.75,High
Norway,Spring,2003,March,2.1,High
Norway,Summer,2003,June,1.468,High
Paraguay,Summer,2003,June,1.592,High
Paraguay,Summer,2003,July,2.058,High
Paraguay,Summer,2003,August,1.58,High
Poland,Winter,2003,January,2.587,High
Poland,Winter,2003,February,3.375,High
Poland,Spring,2003,March,2.815,High
Poland,Summer,2003,July,1.336,High
Romania,Winter,2003,February,3.065,High
Romania,Spring,2003,March,2.027,High
Romania,Fall,2003,November,1.88,High
South Georgia and the South Sandwich Islands,Summer,2003,August,1.56,High
Svalbard and Jan Mayen Islands,Winter,2003,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2003,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2003,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2003,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2003,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2003,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2003,December,4.189,High
Sweden,Winter,2003,January,2.681,High
Sweden,Winter,2003,February,3.178,High
Sweden,Spring,2003,March,2.462,High
Sweden,Summer,2003,June,1.359,High
Sweden,Fall,2003,November,1.927,High
Sweden,Winter,2003,December,2.699,High
Switzerland,Winter,2003,February,2.724,High
Switzerland,Spring,2003,March,1.836,High
Uruguay,Summer,2003,June,1.463,High
Uruguay,Summer,2003,July,1.606,High
Northern Europe,Winter,2003,February,2.643,High
Northern Europe,Spring,2003,March,1.93,High
Afghanistan,Winter,2004,February,2.597,High
Antarctica,Spring,2004,April,1.868,High
Antarctica,Summer,2004,June,1.929,High
Antarctica,Summer,2004,July,1.801,High
Antarctica,Summer,2004,August,2.216,High
Antarctica,Fall,2004,September,2.058,High
Argentina,Summer,2004,July,1.424,High
Austria,Winter,2004,February,2.924,High
Austria,Spring,2004,March,2.054,High
Bulgaria,Winter,2004,February,2.776,High
Bulgaria,Summer,2004,August,1.343,High
Canada,Spring,2004,March,1.875,High
Denmark,Winter,2004,February,2.55,High
Denmark,Spring,2004,March,2.01,High
Finland,Winter,2004,January,3.335,High
Finland,Winter,2004,February,3.566,High
Finland,Spring,2004,March,2.892,High
Finland,Summer,2004,June,1.583,High
Finland,Summer,2004,July,1.38,High
Finland,Fall,2004,October,1.915,High
Finland,Fall,2004,November,2.28,High
Finland,Winter,2004,December,3.499,High
Germany,Winter,2004,February,2.957,High
Germany,Spring,2004,March,2.037,High
Greenland,Spring,2004,March,2.021,High
Hungary,Winter,2004,February,3.171,High
Hungary,Spring,2004,March,2.223,High
Iceland,Spring,2004,March,2.196,High
Liechtenstein,Winter,2004,February,2.814,High
Liechtenstein,Spring,2004,March,1.959,High
Mongolia,Winter,2004,February,3.021,High
Mongolia,Spring,2004,March,1.962,High
Mongolia,Fall,2004,November,2.235,High
Mongolia,Winter,2004,December,2.926,High
Netherlands,Winter,2004,February,2.75,High
Norway,Spring,2004,March,2.1,High
Norway,Summer,2004,June,1.468,High
Paraguay,Summer,2004,June,1.592,High
Paraguay,Summer,2004,July,2.058,High
Paraguay,Summer,2004,August,1.58,High
Poland,Winter,2004,January,2.587,High
Poland,Winter,2004,February,3.375,High
Poland,Spring,2004,March,2.815,High
Poland,Summer,2004,July,1.336,High
Romania,Winter,2004,February,3.065,High
Romania,Spring,2004,March,2.027,High
Romania,Fall,2004,November,1.88,High
Svalbard and Jan Mayen Islands,Winter,2004,January,4.373,High
Svalbard and Jan Mayen Islands,Winter,2004,February,3.639,High
Svalbard and Jan Mayen Islands,Spring,2004,March,3.906,High
Svalbard and Jan Mayen Islands,Spring,2004,April,2.492,High
Svalbard and Jan Mayen Islands,Fall,2004,October,2.636,High
Svalbard and Jan Mayen Islands,Fall,2004,November,3.946,High
Svalbard and Jan Mayen Islands,Winter,2004,December,4.189,High
Sweden,Winter,2004,January,2.681,High
Sweden,Winter,2004,February,3.178,High
Sweden,Spring,2004,March,2.462,High
Sweden,Summer,2004,June,1.359,High
Sweden,Fall,2004,November,1.927,High
Sweden,Winter,2004,December,2.699,High
Switzerland,Winter,2004,February,2.724,High
Switzerland,Spring,2004,March,1.836,High
Uruguay,Summer,2004,June,1.463,High
Uruguay,Summer,2004,July,1.606,High
Northern Europe,Winter,2004,February,2.643,High
Northern Europe,Spring,2004,March,1.93,High
Afghanistan,Winter,2005,February,2.597,High
Antarctica,Spring,2005,April,1.868,High
Antarctica,Summer,2005,June,1.929,High
Antarctica,Summer,2005,July,1.801,High
Antarctica,Summer,2005,August,2.216,High
Antarctica,Fall,2005,September,2.058,High
Argentina,Summer,2005,July,1.424,High
Austria,Winter,2005,February,2.924,High
Austria,Spring,2005,March,2.054,High
Bulgaria,Winter,2005,February,2.776,High
Bulgaria,Summer,2005,August,1.343,High
Canada,Spring,2005,March,1.875,High
Denmark,Winter,2005,February,2.55,High
Denmark,Spring,2005,March,2.01,High
Finland,Winter,2005,January,3.335,High
Finland,Winter,2005,February,3.566,High
Finland,Spring,2005,March,2.892,High
Finland,Summer,2005,June,1.583,High
Finland,Summer,2005,July,1.38,High
Finland,Fall,2005,October,1.915,High
Finland,Fall,2005,November,2.28,High
Finland,Winter,2005,December,3.499,High
Germany,Winter,2005,February,2.957,High
Germany,Spring,2005,March,2.037,High
Greenland,Spring,2005,March,2.021,High
Hungary,Winter,2005,February,3.171,High
Hungary,Spring,2005,March,2.223,High
Iceland,Spring,2005,March,2.196,High
Liechtenstein,Winter,2005,February,2.814,High
Liechtenstein,Spring,2005,March,1.959,High
Mongolia,Winter,2005,February,3.021,High
Mongolia,Spring,2005,March,1.962,High
Mongolia,Fall,2005,November,2.235,High
Mongolia,Winter,2005,December,2.926,High
Netherlands,Winter,2005,February,2.75,High
Norway,Spring,2005,March,2.1,High
Norway,Summer,2005,June,1.468,High
Paraguay,Summer,2005,June,1.592,High
Paraguay,Summer,2005,July,2.058,High
Paraguay,Summer,2005,August,1.58,High
