Area,Season,Year,Months,Temperature Change,Outlier Type
Mongolia,Winter,1966,December,-4.662,Low
Morocco,Fall,1966,November,-1.895,Low
Norway,Winter,1966,January,-3.382,Low
Norway,Winter,1966,February,-5.823,Low
Norway,Spring,1966,April,-2.243,Low
Norway,Fall,1966,September,-1.698,Low
Pakistan,Fall,1966,November,-1.939,Low
Palestine,Fall,1966,November,3.103,High
Poland,Fall,1966,October,2.731,High
Portugal,Fall,1966,November,-2.335,Low
Romania,Winter,1966,February,5.11,High
Romania,Fall,1966,October,4.171,High
San Marino,Winter,1966,January,-2.061,Low
San Marino,Winter,1966,February,3.211,High
San Marino,Fall,1966,November,-1.792,Low
South Georgia and the South Sandwich Islands,Fall,1966,November,-2.525,Low
Spain,Fall,1966,November,-2.024,Low
Svalbard and Jan Mayen Islands,Winter,1966,January,-6.485,Low
Svalbard and Jan Mayen Islands,Winter,1966,February,-4.005,Low
Svalbard and Jan Mayen Islands,Spring,1966,March,-5.154,Low
Svalbard and Jan Mayen Islands,Spring,1966,May,-2.932,Low
Svalbard and Jan Mayen Islands,Fall,1966,September,-2.197,Low
Svalbard and Jan Mayen Islands,Fall,1966,October,-5.199,Low
Svalbard and Jan Mayen Islands,Fall,1966,November,-2.435,Low
Svalbard and Jan Mayen Islands,Winter,1966,December,5.771,High
Sweden,Winter,1966,January,-4.793,Low
Sweden,Winter,1966,February,-6.886,Low
Sweden,Spring,1966,April,-2.599,Low
Switzerland,Winter,1966,February,4.278,High
Switzerland,Summer,1966,July,-1.58,Low
Switzerland,Fall,1966,November,-2.113,Low
Syrian Arab Republic,Fall,1966,November,3.026,High
Turkey,Winter,1966,January,3.17,High
Turkey,Winter,1966,February,3.65,High
Turkey,Fall,1966,November,3.421,High
Uruguay,Summer,1966,August,-1.826,Low
Uruguay,Fall,1966,September,-1.759,Low
Western Sahara,Summer,1966,July,-2.28,Low
Yugoslav SFR,Winter,1966,January,-2.216,Low
Yugoslav SFR,Winter,1966,February,4.718,High
Yugoslav SFR,Fall,1966,October,3.704,High
Northern America,Winter,1966,January,-2.178,Low
Northern Europe,Winter,1966,January,-3.756,Low
Northern Europe,Winter,1966,February,-4.872,Low
Northern Europe,Spring,1966,April,-1.947,Low
Western Europe,Winter,1966,February,3.721,High
Western Europe,Fall,1966,November,-1.819,Low
Andorra,Winter,1967,December,-2.253,Low
Antarctica,Summer,1967,June,-1.761,Low
Antarctica,Summer,1967,July,2.497,High
Antarctica,Fall,1967,October,-1.999,Low
Argentina,Summer,1967,June,-2.619,Low
Bahrain,Spring,1967,April,-1.939,Low
Bhutan,Fall,1967,November,-1.942,Low
Bolivia (Plurinational State of),Summer,1967,June,-1.729,Low
Canada,Winter,1967,February,-2.845,Low
Canada,Spring,1967,March,-2.334,Low
Canada,Spring,1967,April,-2.236,Low
China,Fall,1967,November,-1.908,Low
China,Winter,1967,December,-2.292,Low
"China, Hong Kong SAR",Winter,1967,December,-2.941,Low
"China, Macao SAR",Winter,1967,December,-2.941,Low
"China, mainland",Fall,1967,November,-1.919,Low
"China, mainland",Winter,1967,December,-2.289,Low
"China, Taiwan Province of",Winter,1967,December,-3.07,Low
Cyprus,Winter,1967,February,-2.253,Low
Cyprus,Spring,1967,March,-1.839,Low
Democratic People's Republic of Korea,Winter,1967,December,-4.178,Low
Denmark,Spring,1967,March,3.242,High
Egypt,Spring,1967,March,-2.651,Low
Finland,Winter,1967,January,-4.375,Low
Finland,Spring,1967,March,4.768,High
Finland,Fall,1967,November,4.282,High
Finland,Winter,1967,December,-5.979,Low
Greenland,Fall,1967,October,-1.755,Low
Iceland,Spring,1967,March,-3.583,Low
Iraq,Winter,1967,February,-2.945,Low
Iraq,Spring,1967,March,-2.172,Low
Iraq,Summer,1967,June,-1.881,Low
Israel,Spring,1967,March,-2.606,Low
Jordan,Winter,1967,February,-2.039,Low
Jordan,Spring,1967,March,-2.703,Low
Kuwait,Winter,1967,February,-2.463,Low
Kuwait,Summer,1967,June,-1.824,Low
Lebanon,Winter,1967,February,-2.233,Low
Lebanon,Spring,1967,March,-2.215,Low
Lesotho,Summer,1967,July,-1.799,Low
Libya,Spring,1967,March,-2.299,Low
Malta,Summer,1967,June,-1.684,Low
Mauritania,Winter,1967,December,-2.142,Low
Mongolia,Fall,1967,November,-3.448,Low
Mongolia,Winter,1967,December,-3.139,Low
Niger,Winter,1967,January,-2.06,Low
Norway,Winter,1967,January,-2.203,Low
Norway,Spring,1967,March,2.789,High
Norway,Fall,1967,November,3.358,High
Norway,Winter,1967,December,-2.077,Low
Palestine,Spring,1967,March,-2.616,Low
Paraguay,Spring,1967,May,3.789,High
Paraguay,Summer,1967,June,-2.4,Low
Poland,Spring,1967,March,3.562,High
Poland,Fall,1967,October,2.596,High
Qatar,Spring,1967,April,-1.901,Low
Republic of Korea,Winter,1967,December,-3.718,Low
Romania,Winter,1967,January,-2.482,Low
Saint Pierre and Miquelon,Spring,1967,March,-2.043,Low
Saint Pierre and Miquelon,Spring,1967,April,-1.848,Low
Saudi Arabia,Spring,1967,March,-2.25,Low
Svalbard and Jan Mayen Islands,Winter,1967,January,-6.531,Low
Svalbard and Jan Mayen Islands,Fall,1967,October,-2.238,Low
Svalbard and Jan Mayen Islands,Winter,1967,December,-3.337,Low
Sweden,Winter,1967,January,-3.117,Low
Sweden,Winter,1967,February,3.059,High
Sweden,Spring,1967,March,3.832,High
Sweden,Fall,1967,November,3.203,High
Sweden,Winter,1967,December,-3.68,Low
Syrian Arab Republic,Winter,1967,February,-3.206,Low
Syrian Arab Republic,Spring,1967,March,-2.038,Low
Syrian Arab Republic,Summer,1967,June,-1.699,Low
Tunisia,Summer,1967,June,-1.595,Low
Turkey,Winter,1967,February,-3.857,Low
Uruguay,Spring,1967,May,2.95,High
Uruguay,Summer,1967,June,-2.982,Low
Eastern Asia,Fall,1967,November,-2.029,Low
Eastern Asia,Winter,1967,December,-2.419,Low
Northern Europe,Winter,1967,December,-2.844,Low
Afghanistan,Winter,1968,February,-2.055,Low
Afghanistan,Spring,1968,May,-1.841,Low
Albania,Winter,1968,January,-2.29,Low
Albania,Summer,1968,August,-1.87,Low
Andorra,Fall,1968,October,2.686,High
Antarctica,Summer,1968,July,-1.782,Low
Antarctica,Fall,1968,September,-2.379,Low
Antarctica,Fall,1968,October,2.962,High
Austria,Winter,1968,December,-2.547,Low
Bahrain,Winter,1968,February,-2.295,Low
Belgium-Luxembourg,Winter,1968,December,-2.545,Low
Belize,Spring,1968,March,-2.061,Low
Botswana,Summer,1968,June,-2.512,Low
Bulgaria,Spring,1968,May,3.12,High
China,Winter,1968,February,-2.437,Low
"China, Hong Kong SAR",Winter,1968,February,-4.911,Low
"China, Hong Kong SAR",Winter,1968,December,4.092,High
"China, Macao SAR",Winter,1968,February,-4.911,Low
"China, Macao SAR",Winter,1968,December,4.092,High
"China, mainland",Winter,1968,February,-2.433,Low
"China, Taiwan Province of",Winter,1968,February,-3.329,Low
Czechoslovakia,Winter,1968,December,-2.745,Low
Democratic People's Republic of Korea,Winter,1968,February,-2.574,Low
Democratic People's Republic of Korea,Winter,1968,December,2.966,High
Denmark,Winter,1968,December,-2.157,Low
Eswatini,Summer,1968,June,-2.595,Low
Faroe Islands,Spring,1968,May,-2.089,Low
Finland,Winter,1968,January,-7.33,Low
Finland,Summer,1968,July,-1.904,Low
Finland,Fall,1968,October,-3.929,Low
Finland,Winter,1968,December,3.181,High
Germany,Winter,1968,December,-2.724,Low
Greece,Spring,1968,May,2.829,High
Greenland,Winter,1968,January,-2.287,Low
Greenland,Spring,1968,March,-2.709,Low
Guatemala,Spring,1968,March,-1.851,Low
Holy See,Summer,1968,August,-1.701,Low
Hungary,Winter,1968,December,-2.444,Low
Iceland,Spring,1968,March,-1.986,Low
Iceland,Spring,1968,May,-1.814,Low
Iceland,Fall,1968,October,-2.061,Low
Iraq,Summer,1968,August,-1.581,Low
Japan,Winter,1968,February,-2.147,Low
Kuwait,Winter,1968,February,-2.04,Low
Lesotho,Summer,1968,June,-2.203,Low
Libya,Fall,1968,October,-2.167,Low
Midway Island,Fall,1968,November,-2.008,Low
Monaco,Summer,1968,August,-1.576,Low
Mongolia,Winter,1968,January,-2.484,Low
Mongolia,Winter,1968,February,-4.722,Low
Mongolia,Fall,1968,September,-2.093,Low
Namibia,Summer,1968,June,-1.99,Low
Netherlands,Winter,1968,December,-2.98,Low
Norway,Winter,1968,January,-2.435,Low
Norway,Fall,1968,October,-2.657,Low
Norway,Fall,1968,November,-1.84,Low
Pakistan,Winter,1968,February,-2.256,Low
Paraguay,Spring,1968,April,-1.944,Low
Paraguay,Spring,1968,May,-2.053,Low
Paraguay,Fall,1968,November,2.545,High
Poland,Winter,1968,December,-2.76,Low
Qatar,Winter,1968,February,-2.658,Low
Republic of Korea,Winter,1968,February,-3.188,Low
Republic of Korea,Winter,1968,December,2.994,High
Saint Pierre and Miquelon,Summer,1968,August,-1.889,Low
San Marino,Summer,1968,August,-1.731,Low
South Africa,Summer,1968,June,-2.244,Low
South Georgia and the South Sandwich Islands,Summer,1968,July,2.822,High
Svalbard and Jan Mayen Islands,Winter,1968,January,-2.887,Low
Svalbard and Jan Mayen Islands,Spring,1968,March,-5.294,Low
Svalbard and Jan Mayen Islands,Spring,1968,April,-2.568,Low
Svalbard and Jan Mayen Islands,Fall,1968,September,-2.214,Low
Svalbard and Jan Mayen Islands,Fall,1968,October,-8.407,Low
Svalbard and Jan Mayen Islands,Fall,1968,November,-7.321,Low
Svalbard and Jan Mayen Islands,Winter,1968,December,-8.161,Low
Sweden,Winter,1968,January,-3.446,Low
Sweden,Fall,1968,October,-2.513,Low
Sweden,Fall,1968,November,-2.359,Low
Syrian Arab Republic,Summer,1968,August,-1.626,Low
Uruguay,Spring,1968,April,-2.355,Low
Uruguay,Spring,1968,May,-2.088,Low
Viet Nam,Winter,1968,February,-2.351,Low
Western Sahara,Spring,1968,March,-1.922,Low
Yugoslav SFR,Summer,1968,August,-1.61,Low
Zimbabwe,Summer,1968,June,-1.607,Low
Zimbabwe,Fall,1968,November,-1.719,Low
Southern Africa,Summer,1968,June,-2.226,Low
Eastern Asia,Winter,1968,February,-2.739,Low
Northern Europe,Winter,1968,January,-2.99,Low
Northern Europe,Fall,1968,October,-1.954,Low
Afghanistan,Winter,1969,January,-2.298,Low
Afghanistan,Winter,1969,February,-3.167,Low
Andorra,Winter,1969,February,-2.173,Low
Andorra,Summer,1969,June,-1.634,Low
Andorra,Winter,1969,December,-2.381,Low
Antarctica,Summer,1969,July,-3.355,Low
Austria,Winter,1969,December,-4.11,Low
Bahrain,Spring,1969,March,3.449,High
Belgium-Luxembourg,Winter,1969,February,-2.548,Low
Belgium-Luxembourg,Winter,1969,December,-4.262,Low
Bulgaria,Winter,1969,January,-3.669,Low
Bulgaria,Spring,1969,March,-2.3,Low
Bulgaria,Summer,1969,July,-1.733,Low
Canada,Winter,1969,December,4.17,High
China,Winter,1969,February,-2.498,Low
"China, Hong Kong SAR",Winter,1969,February,-2.702,Low
"China, Macao SAR",Winter,1969,February,-2.702,Low
"China, mainland",Winter,1969,February,-2.505,Low
Czechoslovakia,Spring,1969,March,-2.159,Low
Czechoslovakia,Winter,1969,December,-4.49,Low
Democratic People's Republic of Korea,Winter,1969,February,-2.093,Low
Denmark,Spring,1969,March,-2.635,Low
Denmark,Winter,1969,December,-4.577,Low
Egypt,Spring,1969,March,3.057,High
Faroe Islands,Winter,1969,February,-2.594,Low
Faroe Islands,Fall,1969,November,-3.492,Low
Finland,Winter,1969,January,-2.664,Low
Finland,Winter,1969,February,-3.458,Low
Finland,Spring,1969,March,-2.394,Low
Finland,Winter,1969,December,-2.079,Low
France,Winter,1969,February,-2.093,Low
France,Winter,1969,December,-2.911,Low
Germany,Winter,1969,February,-2.281,Low
Germany,Spring,1969,March,-2.252,Low
Germany,Winter,1969,December,-5.401,Low
Gibraltar,Fall,1969,September,-2.219,Low
Greenland,Spring,1969,March,-2.311,Low
Greenland,Spring,1969,April,-2.272,Low
Holy See,Summer,1969,June,-1.555,Low
Holy See,Winter,1969,December,-2.262,Low
Hungary,Winter,1969,December,-3.284,Low
Iceland,Winter,1969,February,-3.411,Low
Iceland,Fall,1969,November,-2.991,Low
Iran (Islamic Republic of),Winter,1969,February,-2.425,Low
Ireland,Winter,1969,February,-2.696,Low
Ireland,Fall,1969,November,-1.834,Low
Isle of Man,Winter,1969,February,-2.851,Low
Isle of Man,Spring,1969,March,-2.006,Low
Isle of Man,Fall,1969,November,-1.92,Low
Italy,Winter,1969,December,-2.361,Low
Kuwait,Spring,1969,March,3.578,High
Libya,Spring,1969,March,3.078,High
Liechtenstein,Winter,1969,December,-4.127,Low
Mauritania,Winter,1969,February,3.014,High
Mauritania,Spring,1969,March,2.841,High
Monaco,Winter,1969,February,-2.282,Low
Monaco,Summer,1969,June,-1.539,Low
Monaco,Winter,1969,December,-2.311,Low
Mongolia,Winter,1969,January,-5.157,Low
Mongolia,Winter,1969,February,-5.094,Low
Mongolia,Summer,1969,August,-1.799,Low
Morocco,Fall,1969,September,-1.789,Low
Netherlands,Winter,1969,February,-2.407,Low
Netherlands,Spring,1969,March,-2.359,Low
Netherlands,Winter,1969,December,-4.57,Low
Norway,Winter,1969,February,-3.177,Low
Norway,Spring,1969,March,-2.136,Low
Norway,Summer,1969,August,2.693,High
Norway,Fall,1969,November,-2.608,Low
Poland,Spring,1969,March,-3.47,Low
Poland,Winter,1969,December,-6.784,Low
Portugal,Fall,1969,September,-2.394,Low
Qatar,Spring,1969,March,3.481,High
Romania,Winter,1969,January,-3.417,Low
Romania,Spring,1969,March,-2.674,Low
Romania,Fall,1969,November,2.8,High
Saint Pierre and Miquelon,Winter,1969,February,3.776,High
Saint Pierre and Miquelon,Winter,1969,December,4.411,High
San Marino,Winter,1969,December,-2.493,Low
Spain,Fall,1969,September,-2.189,Low
Svalbard and Jan Mayen Islands,Spring,1969,March,-6.176,Low
Svalbard and Jan Mayen Islands,Spring,1969,April,-5.622,Low
Sweden,Winter,1969,February,-3.502,Low
Sweden,Spring,1969,March,-2.717,Low
Sweden,Fall,1969,November,-1.863,Low
Sweden,Winter,1969,December,-2.972,Low
Switzerland,Winter,1969,February,-2.411,Low
Switzerland,Summer,1969,June,-1.581,Low
Switzerland,Winter,1969,December,-4.034,Low
Tunisia,Summer,1969,July,-1.656,Low
Turkey,Spring,1969,April,-2.1,Low
Turkey,Summer,1969,July,-1.623,Low
United Arab Emirates,Spring,1969,March,3.081,High
United Kingdom,Winter,1969,February,-2.637,Low
United Kingdom,Spring,1969,March,-1.873,Low
United Kingdom,Fall,1969,November,-1.716,Low
USSR,Winter,1969,January,-4.415,Low
USSR,Winter,1969,February,-4.474,Low
USSR,Spring,1969,March,-1.871,Low
Yugoslav SFR,Winter,1969,December,-2.671,Low
Eastern Asia,Winter,1969,February,-2.742,Low
Europe,Winter,1969,January,-3.666,Low
Europe,Winter,1969,February,-4.03,Low
Europe,Spring,1969,March,-1.817,Low
Eastern Europe,Winter,1969,January,-4.334,Low
Eastern Europe,Winter,1969,February,-4.352,Low
Eastern Europe,Spring,1969,March,-1.903,Low
Northern Europe,Winter,1969,February,-3.206,Low
Northern Europe,Spring,1969,March,-2.261,Low
Northern Europe,Fall,1969,November,-1.704,Low
Western Europe,Winter,1969,February,-2.172,Low
Western Europe,Winter,1969,December,-3.95,Low
European Union,Winter,1969,December,-2.706,Low
Albania,Spring,1970,May,-1.951,Low
Andorra,Spring,1970,March,-2.43,Low
Andorra,Winter,1970,December,-2.225,Low
Austria,Spring,1970,March,-1.926,Low
Belgium-Luxembourg,Spring,1970,March,-2.354,Low
Belgium-Luxembourg,Spring,1970,April,-1.85,Low
Belize,Fall,1970,November,-1.784,Low
Canada,Winter,1970,December,-3.007,Low
China,Spring,1970,March,-2.737,Low
"China, Hong Kong SAR",Spring,1970,March,-3.383,Low
"China, Macao SAR",Spring,1970,March,-3.383,Low
"China, mainland",Spring,1970,March,-2.74,Low
"China, Taiwan Province of",Spring,1970,March,-2.017,Low
Democratic People's Republic of Korea,Spring,1970,March,-4.374,Low
Denmark,Winter,1970,January,-3.23,Low
Denmark,Winter,1970,February,-3.557,Low
Denmark,Spring,1970,April,-2.227,Low
Faroe Islands,Spring,1970,March,-2.47,Low
Finland,Winter,1970,February,-5.518,Low
France,Spring,1970,March,-2.248,Low
Germany,Spring,1970,March,-2.277,Low
Germany,Spring,1970,April,-1.854,Low
Iceland,Winter,1970,February,-2.078,Low
Iceland,Spring,1970,March,-2.953,Low
Japan,Spring,1970,March,-2.753,Low
Liechtenstein,Spring,1970,March,-2.445,Low
Liechtenstein,Spring,1970,April,-1.903,Low
Mongolia,Spring,1970,March,-5.024,Low
Netherlands,Spring,1970,March,-2.089,Low
Netherlands,Spring,1970,April,-1.845,Low
Norway,Winter,1970,February,-4.518,Low
Norway,Spring,1970,April,-2.177,Low
Poland,Winter,1970,January,-2.257,Low
Poland,Winter,1970,February,-3.24,Low
Portugal,Winter,1970,December,-2.796,Low
Republic of Korea,Spring,1970,March,-3.06,Low
South Georgia and the South Sandwich Islands,Spring,1970,March,-2.115,Low
Spain,Winter,1970,December,-2.455,Low
Svalbard and Jan Mayen Islands,Winter,1970,February,-3.919,Low
Svalbard and Jan Mayen Islands,Spring,1970,March,2.999,High
Svalbard and Jan Mayen Islands,Spring,1970,April,-2.21,Low
Svalbard and Jan Mayen Islands,Fall,1970,November,-2.55,Low
Sweden,Winter,1970,January,-2.849,Low
Sweden,Winter,1970,February,-5.847,Low
Sweden,Spring,1970,April,-1.867,Low
Switzerland,Spring,1970,March,-2.597,Low
Switzerland,Spring,1970,April,-1.87,Low
Yugoslav SFR,Spring,1970,May,-1.938,Low
Eastern Asia,Spring,1970,March,-3.061,Low
Northern Europe,Winter,1970,February,-4.222,Low
Western Europe,Spring,1970,March,-2.243,Low
Albania,Spring,1971,March,-2.375,Low
Albania,Fall,1971,September,-2.116,Low
Albania,Fall,1971,October,-1.823,Low
Andorra,Spring,1971,March,-3.526,Low
Andorra,Fall,1971,November,-2.411,Low
Antarctica,Summer,1971,June,-2.224,Low
Argentina,Summer,1971,June,-2.239,Low
Austria,Spring,1971,March,-2.935,Low
Belgium-Luxembourg,Spring,1971,March,-2.64,Low
Bolivia (Plurinational State of),Fall,1971,October,-1.815,Low
Bulgaria,Fall,1971,October,-1.815,Low
Canada,Winter,1971,December,-2.885,Low
Czechoslovakia,Spring,1971,March,-2.368,Low
Czechoslovakia,Fall,1971,September,-1.84,Low
Democratic People's Republic of Korea,Spring,1971,March,-1.979,Low
Denmark,Winter,1971,December,3.148,High
Finland,Winter,1971,January,3.348,High
Finland,Spring,1971,March,-2.753,Low
Finland,Fall,1971,November,-3.089,Low
France,Spring,1971,March,-3.045,Low
Germany,Spring,1971,March,-2.522,Low
Gibraltar,Spring,1971,March,-1.825,Low
Gibraltar,Spring,1971,May,-2.341,Low
Gibraltar,Summer,1971,June,-1.543,Low
Gibraltar,Fall,1971,November,-1.962,Low
Greece,Fall,1971,October,-1.725,Low
Greenland,Winter,1971,January,-2.926,Low
Greenland,Fall,1971,October,-1.683,Low
Greenland,Fall,1971,November,-2.074,Low
Greenland,Winter,1971,December,-4.38,Low
Holy See,Spring,1971,March,-2.658,Low
Hungary,Spring,1971,March,-2.367,Low
Hungary,Fall,1971,September,-2.087,Low
Iceland,Winter,1971,January,-2.436,Low
Israel,Spring,1971,April,-2.023,Low
Italy,Spring,1971,March,-2.634,Low
Jordan,Spring,1971,April,-2.311,Low
Lao People's Democratic Republic,Fall,1971,November,-1.769,Low
Libya,Fall,1971,October,-1.969,Low
Liechtenstein,Spring,1971,March,-3.456,Low
Mauritania,Spring,1971,May,-2.081,Low
Midway Island,Winter,1971,December,-2.308,Low
Monaco,Spring,1971,March,-2.73,Low
Mongolia,Spring,1971,March,-2.174,Low
Mongolia,Fall,1971,November,2.792,High
Morocco,Spring,1971,May,-2.96,Low
Nepal,Spring,1971,May,-2.264,Low
Netherlands,Spring,1971,March,-2.079,Low
Norway,Spring,1971,March,-2.391,Low
Norway,Fall,1971,November,-2.02,Low
Norway,Winter,1971,December,2.972,High
Palestine,Spring,1971,April,-2.022,Low
Paraguay,Summer,1971,June,-2.36,Low
Paraguay,Fall,1971,October,-2.023,Low
Poland,Spring,1971,March,-1.963,Low
Poland,Fall,1971,September,-1.905,Low
Poland,Winter,1971,December,3.665,High
Portugal,Spring,1971,March,-1.97,Low
Portugal,Spring,1971,May,-2.315,Low
Portugal,Summer,1971,June,-1.983,Low
Portugal,Summer,1971,August,-1.805,Low
Romania,Fall,1971,September,-2.039,Low
Saint Pierre and Miquelon,Winter,1971,December,-2.207,Low
San Marino,Spring,1971,March,-2.682,Low
San Marino,Summer,1971,August,2.666,High
Spain,Spring,1971,March,-2.65,Low
Spain,Fall,1971,November,-1.777,Low
Svalbard and Jan Mayen Islands,Winter,1971,January,-7.135,Low
Svalbard and Jan Mayen Islands,Winter,1971,February,3.642,High
Svalbard and Jan Mayen Islands,Fall,1971,October,-2.31,Low
Svalbard and Jan Mayen Islands,Fall,1971,November,-7.671,Low
Sweden,Spring,1971,March,-2.588,Low
Sweden,Fall,1971,November,-2.081,Low
Sweden,Winter,1971,December,3.011,High
Switzerland,Spring,1971,March,-3.528,Low
Turkey,Fall,1971,October,-1.703,Low
Uruguay,Summer,1971,June,-2.677,Low
Western Sahara,Spring,1971,March,-1.996,Low
Western Sahara,Spring,1971,May,-2.759,Low
Yugoslav SFR,Spring,1971,March,-2.724,Low
Yugoslav SFR,Fall,1971,September,-2.327,Low
Northern Europe,Spring,1971,March,-1.902,Low
