Area,Year,Standard Deviation
Eastern Africa,1965,0.399
Eastern Africa,1965,0.451
Eastern Africa,1965,0.369
Eastern Africa,1965,0.353
Eastern Africa,1965,0.349
Eastern Africa,1965,0.346
Eastern Africa,1965,0.371
Eastern Africa,1965,0.304
Eastern Africa,1965,0.378
Middle Africa,1965,0.418
Middle Africa,1965,0.506
Middle Africa,1965,0.355
Middle Africa,1965,0.317
Middle Africa,1965,0.291
Middle Africa,1965,0.26
Middle Africa,1965,0.327
Middle Africa,1965,0.295
Middle Africa,1965,0.33
Middle Africa,1965,0.27
Middle Africa,1965,0.301
Middle Africa,1965,0.401
Northern Africa,1965,0.767
Northern Africa,1965,0.804
Northern Africa,1965,0.79
Northern Africa,1965,0.395
Northern Africa,1965,0.506
Northern Africa,1965,0.308
Northern Africa,1965,0.419
Northern Africa,1965,0.312
Northern Africa,1965,0.368
Northern Africa,1965,0.45
Northern Africa,1965,0.624
Northern Africa,1965,0.642
Southern Africa,1965,0.706
Southern Africa,1965,0.624
Southern Africa,1965,0.753
Southern Africa,1965,0.617
Southern Africa,1965,0.409
Southern Africa,1965,0.852
Southern Africa,1965,0.572
Southern Africa,1965,0.61
Southern Africa,1965,0.621
Southern Africa,1965,0.685
Southern Africa,1965,0.585
Southern Africa,1965,0.58
Western Africa,1965,0.915
Western Africa,1965,0.781
Western Africa,1965,0.701
Western Africa,1965,0.498
Western Africa,1965,0.425
Western Africa,1965,0.44
Western Africa,1965,0.446
Western Africa,1965,0.51
Western Africa,1965,0.478
Western Africa,1965,0.424
Western Africa,1965,0.437
Western Africa,1965,0.57
Northern America,1965,0.948
Northern America,1965,1.621
Northern America,1965,1.087
Northern America,1965,0.825
Northern America,1965,0.519
Northern America,1965,0.429
Northern America,1965,0.366
Northern America,1965,0.38
Northern America,1965,0.602
Northern America,1965,0.936
Northern America,1965,0.627
Northern America,1965,1.326
Central America,1965,0.595
Central America,1965,0.52
Central America,1965,0.643
Central America,1965,0.461
Central America,1965,0.325
Central America,1965,0.403
Central America,1965,0.488
Central America,1965,0.385
Central America,1965,0.403
Central America,1965,0.469
Central America,1965,0.566
Central America,1965,0.513
South America,1965,0.263
South America,1965,0.326
South America,1965,0.414
South America,1965,0.418
South America,1965,0.479
South America,1965,0.564
South America,1965,0.495
South America,1965,0.39
South America,1965,0.334
South America,1965,0.335
South America,1965,0.315
South America,1965,0.272
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Central Asia,1965,
Eastern Asia,1965,1.045
Eastern Asia,1965,1.725
Eastern Asia,1965,1.077
Eastern Asia,1965,0.683
Eastern Asia,1965,0.467
Eastern Asia,1965,0.366
Eastern Asia,1965,0.303
Eastern Asia,1965,0.42
Eastern Asia,1965,0.482
Eastern Asia,1965,0.524
Eastern Asia,1965,1.088
Eastern Asia,1965,1.24
Southern Asia,1965,0.962
Southern Asia,1965,1.265
Southern Asia,1965,0.867
Southern Asia,1965,0.796
Southern Asia,1965,0.556
Southern Asia,1965,0.323
Southern Asia,1965,0.247
Southern Asia,1965,0.244
Southern Asia,1965,0.243
Southern Asia,1965,0.524
Southern Asia,1965,0.642
Southern Asia,1965,0.705
South-Eastern Asia,1965,0.567
South-Eastern Asia,1965,0.456
South-Eastern Asia,1965,0.381
South-Eastern Asia,1965,0.349
South-Eastern Asia,1965,0.25
South-Eastern Asia,1965,0.22
South-Eastern Asia,1965,0.2
South-Eastern Asia,1965,0.162
South-Eastern Asia,1965,0.143
South-Eastern Asia,1965,0.178
South-Eastern Asia,1965,0.368
South-Eastern Asia,1965,0.465
Western Asia,1965,1.179
Western Asia,1965,1.261
Western Asia,1965,0.935
Western Asia,1965,0.759
Western Asia,1965,0.572
Western Asia,1965,0.539
Western Asia,1965,0.474
Western Asia,1965,0.568
Western Asia,1965,0.585
Western Asia,1965,0.653
Western Asia,1965,0.934
Western Asia,1965,0.997
Eastern Europe,1965,1.94
Eastern Europe,1965,1.869
Eastern Europe,1965,1.375
Eastern Europe,1965,0.866
Eastern Europe,1965,0.642
Eastern Europe,1965,0.638
Eastern Europe,1965,0.539
Eastern Europe,1965,0.453
Eastern Europe,1965,0.576
Eastern Europe,1965,0.86
Eastern Europe,1965,0.88
Eastern Europe,1965,1.055
Northern Europe,1965,2.461
Northern Europe,1965,2.643
Northern Europe,1965,1.93
Northern Europe,1965,0.923
Northern Europe,1965,0.868
Northern Europe,1965,0.979
Northern Europe,1965,0.914
Northern Europe,1965,0.731
Northern Europe,1965,0.864
Northern Europe,1965,1.259
Northern Europe,1965,1.449
Northern Europe,1965,2.186
Southern Europe,1965,0.843
Southern Europe,1965,1.294
Southern Europe,1965,1.0
Southern Europe,1965,0.861
Southern Europe,1965,0.719
Southern Europe,1965,0.695
Southern Europe,1965,0.453
Southern Europe,1965,0.729
Southern Europe,1965,0.889
Southern Europe,1965,0.94
Southern Europe,1965,0.862
Southern Europe,1965,0.883
Western Europe,1965,2.053
Western Europe,1965,2.145
Western Europe,1965,1.577
Western Europe,1965,1.194
Western Europe,1965,0.873
Western Europe,1965,1.019
Western Europe,1965,1.099
Western Europe,1965,0.908
Western Europe,1965,1.174
Western Europe,1965,1.45
Western Europe,1965,1.098
Western Europe,1965,1.828
Australia and New Zealand,1965,0.654
Australia and New Zealand,1965,0.511
Australia and New Zealand,1965,0.514
Australia and New Zealand,1965,0.467
Australia and New Zealand,1965,0.691
Australia and New Zealand,1965,0.601
Australia and New Zealand,1965,0.76
Australia and New Zealand,1965,0.608
Australia and New Zealand,1965,0.752
Australia and New Zealand,1965,0.833
Australia and New Zealand,1965,0.631
Australia and New Zealand,1965,0.708
Antarctica,1966,1.24
Antarctica,1966,1.084
Antarctica,1966,1.156
Antarctica,1966,1.868
Antarctica,1966,1.704
Antarctica,1966,1.929
Antarctica,1966,1.801
Antarctica,1966,2.216
Antarctica,1966,2.058
Antarctica,1966,1.344
Antarctica,1966,1.124
Antarctica,1966,1.161
South Africa,1966,0.637
South Africa,1966,0.583
South Africa,1966,0.625
South Africa,1966,0.64
South Africa,1966,0.483
South Africa,1966,0.788
South Africa,1966,0.656
South Africa,1966,0.65
South Africa,1966,0.742
South Africa,1966,0.762
South Africa,1966,0.657
South Africa,1966,0.701
Africa,1966,0.488
Africa,1966,0.483
Africa,1966,0.484
Africa,1966,0.316
Africa,1966,0.341
Africa,1966,0.292
Africa,1966,0.313
Africa,1966,0.303
Africa,1966,0.304
Africa,1966,0.304
Africa,1966,0.314
Africa,1966,0.353
Eastern Africa,1966,0.345
Eastern Africa,1966,0.338
Eastern Africa,1966,0.363
Eastern Africa,1966,0.399
Eastern Africa,1966,0.451
Eastern Africa,1966,0.369
Eastern Africa,1966,0.353
Eastern Africa,1966,0.349
Eastern Africa,1966,0.346
Eastern Africa,1966,0.371
Eastern Africa,1966,0.304
Eastern Africa,1966,0.378
Middle Africa,1966,0.418
Middle Africa,1966,0.506
Middle Africa,1966,0.355
Middle Africa,1966,0.317
Middle Africa,1966,0.291
Middle Africa,1966,0.26
Middle Africa,1966,0.327
Middle Africa,1966,0.295
Middle Africa,1966,0.33
Middle Africa,1966,0.27
Middle Africa,1966,0.301
Middle Africa,1966,0.401
Northern Africa,1966,0.767
Northern Africa,1966,0.804
Northern Africa,1966,0.79
Northern Africa,1966,0.395
Northern Africa,1966,0.506
Northern Africa,1966,0.308
Northern Africa,1966,0.419
Northern Africa,1966,0.312
Northern Africa,1966,0.368
Northern Africa,1966,0.45
Northern Africa,1966,0.624
Northern Africa,1966,0.642
Southern Africa,1966,0.706
Southern Africa,1966,0.624
Southern Africa,1966,0.753
Southern Africa,1966,0.617
Southern Africa,1966,0.409
Southern Africa,1966,0.852
Southern Africa,1966,0.572
Southern Africa,1966,0.61
Southern Africa,1966,0.621
Southern Africa,1966,0.685
Southern Africa,1966,0.585
Southern Africa,1966,0.58
Western Africa,1966,0.915
Western Africa,1966,0.781
Western Africa,1966,0.701
Western Africa,1966,0.498
Western Africa,1966,0.425
Western Africa,1966,0.44
Western Africa,1966,0.446
Western Africa,1966,0.51
Western Africa,1966,0.478
Western Africa,1966,0.424
Western Africa,1966,0.437
Western Africa,1966,0.57
Northern America,1966,0.948
Northern America,1966,1.621
Northern America,1966,1.087
Northern America,1966,0.825
Northern America,1966,0.519
Northern America,1966,0.429
Northern America,1966,0.366
Northern America,1966,0.38
Northern America,1966,0.602
Northern America,1966,0.936
Northern America,1966,0.627
Northern America,1966,1.326
Central America,1966,0.595
Central America,1966,0.52
Central America,1966,0.643
Central America,1966,0.461
Central America,1966,0.325
Central America,1966,0.403
Central America,1966,0.488
Central America,1966,0.385
Central America,1966,0.403
Central America,1966,0.469
Central America,1966,0.566
Central America,1966,0.513
South America,1966,0.263
South America,1966,0.326
South America,1966,0.414
South America,1966,0.418
South America,1966,0.479
South America,1966,0.564
South America,1966,0.495
South America,1966,0.39
South America,1966,0.334
South America,1966,0.335
South America,1966,0.315
South America,1966,0.272
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Central Asia,1966,
Eastern Asia,1966,1.045
Eastern Asia,1966,1.725
Eastern Asia,1966,1.077
Eastern Asia,1966,0.683
Eastern Asia,1966,0.467
Eastern Asia,1966,0.366
Eastern Asia,1966,0.303
Eastern Asia,1966,0.42
Eastern Asia,1966,0.482
Eastern Asia,1966,0.524
Eastern Asia,1966,1.088
Eastern Asia,1966,1.24
Southern Asia,1966,0.962
Southern Asia,1966,1.265
Southern Asia,1966,0.867
Southern Asia,1966,0.796
Southern Asia,1966,0.556
Southern Asia,1966,0.323
Southern Asia,1966,0.247
Southern Asia,1966,0.244
Southern Asia,1966,0.243
Southern Asia,1966,0.524
Southern Asia,1966,0.642
Southern Asia,1966,0.705
South-Eastern Asia,1966,0.567
South-Eastern Asia,1966,0.456
South-Eastern Asia,1966,0.381
South-Eastern Asia,1966,0.349
South-Eastern Asia,1966,0.25
South-Eastern Asia,1966,0.22
South-Eastern Asia,1966,0.2
South-Eastern Asia,1966,0.162
South-Eastern Asia,1966,0.143
South-Eastern Asia,1966,0.178
South-Eastern Asia,1966,0.368
South-Eastern Asia,1966,0.465
Western Asia,1966,1.179
Western Asia,1966,1.261
Western Asia,1966,0.935
Western Asia,1966,0.759
Western Asia,1966,0.572
Western Asia,1966,0.539
Western Asia,1966,0.474
Western Asia,1966,0.568
Western Asia,1966,0.585
Western Asia,1966,0.653
Western Asia,1966,0.934
Western Asia,1966,0.997
Eastern Europe,1966,1.94
Eastern Europe,1966,1.869
Eastern Europe,1966,1.375
Eastern Europe,1966,0.866
Eastern Europe,1966,0.642
Eastern Europe,1966,0.638
Eastern Europe,1966,0.539
Eastern Europe,1966,0.453
Eastern Europe,1966,0.576
Eastern Europe,1966,0.86
Eastern Europe,1966,0.88
Eastern Europe,1966,1.055
Northern Europe,1966,2.461
Northern Europe,1966,2.643
Northern Europe,1966,1.93
Northern Europe,1966,0.923
Northern Europe,1966,0.868
Northern Europe,1966,0.979
Northern Europe,1966,0.914
Northern Europe,1966,0.731
Northern Europe,1966,0.864
Northern Europe,1966,1.259
Northern Europe,1966,1.449
Northern Europe,1966,2.186
Southern Europe,1966,0.843
Southern Europe,1966,1.294
Southern Europe,1966,1.0
Southern Europe,1966,0.861
Southern Europe,1966,0.719
Southern Europe,1966,0.695
Southern Europe,1966,0.453
Southern Europe,1966,0.729
Southern Europe,1966,0.889
Southern Europe,1966,0.94
Southern Europe,1966,0.862
Southern Europe,1966,0.883
Western Europe,1966,2.053
Western Europe,1966,2.145
Western Europe,1966,1.577
Western Europe,1966,1.194
Western Europe,1966,0.873
Western Europe,1966,1.019
Western Europe,1966,1.099
Western Europe,1966,0.908
Western Europe,1966,1.174
Western Europe,1966,1.45
Western Europe,1966,1.098
Western Europe,1966,1.828
Australia and New Zealand,1966,0.654
Australia and New Zealand,1966,0.511
Australia and New Zealand,1966,0.514
Australia and New Zealand,1966,0.467
Australia and New Zealand,1966,0.691
Australia and New Zealand,1966,0.601
Australia and New Zealand,1966,0.76
Australia and New Zealand,1966,0.608
Australia and New Zealand,1966,0.752
Australia and New Zealand,1966,0.833
Australia and New Zealand,1966,0.631
Australia and New Zealand,1966,0.708
Antarctica,1967,1.24
Antarctica,1967,1.084
Antarctica,1967,1.156
Antarctica,1967,1.868
Antarctica,1967,1.704
Antarctica,1967,1.929
Antarctica,1967,1.801
Antarctica,1967,2.216
Antarctica,1967,2.058
Antarctica,1967,1.344
Antarctica,1967,1.124
Antarctica,1967,1.161
South Africa,1967,0.637
South Africa,1967,0.583
South Africa,1967,0.625
South Africa,1967,0.64
South Africa,1967,0.483
South Africa,1967,0.788
South Africa,1967,0.656
South Africa,1967,0.65
South Africa,1967,0.742
South Africa,1967,0.762
South Africa,1967,0.657
South Africa,1967,0.701
Africa,1967,0.488
Africa,1967,0.483
Africa,1967,0.484
Africa,1967,0.316
Africa,1967,0.341
Africa,1967,0.292
Africa,1967,0.313
Africa,1967,0.303
Africa,1967,0.304
Africa,1967,0.304
Africa,1967,0.314
Africa,1967,0.353
Eastern Africa,1967,0.345
Eastern Africa,1967,0.338
Eastern Africa,1967,0.363
Eastern Africa,1967,0.399
Eastern Africa,1967,0.451
Eastern Africa,1967,0.369
Eastern Africa,1967,0.353
Eastern Africa,1967,0.349
Eastern Africa,1967,0.346
Eastern Africa,1967,0.371
Eastern Africa,1967,0.304
Eastern Africa,1967,0.378
Middle Africa,1967,0.418
Middle Africa,1967,0.506
Middle Africa,1967,0.355
Middle Africa,1967,0.317
Middle Africa,1967,0.291
Middle Africa,1967,0.26
Middle Africa,1967,0.327
Middle Africa,1967,0.295
Middle Africa,1967,0.33
Middle Africa,1967,0.27
Middle Africa,1967,0.301
Middle Africa,1967,0.401
Northern Africa,1967,0.767
Northern Africa,1967,0.804
Northern Africa,1967,0.79
Northern Africa,1967,0.395
Northern Africa,1967,0.506
Northern Africa,1967,0.308
Northern Africa,1967,0.419
Northern Africa,1967,0.312
Northern Africa,1967,0.368
Northern Africa,1967,0.45
Northern Africa,1967,0.624
Northern Africa,1967,0.642
Southern Africa,1967,0.706
Southern Africa,1967,0.624
Southern Africa,1967,0.753
Southern Africa,1967,0.617
Southern Africa,1967,0.409
Southern Africa,1967,0.852
Southern Africa,1967,0.572
Southern Africa,1967,0.61
Southern Africa,1967,0.621
Southern Africa,1967,0.685
Southern Africa,1967,0.585
Southern Africa,1967,0.58
Western Africa,1967,0.915
Western Africa,1967,0.781
Western Africa,1967,0.701
Western Africa,1967,0.498
Western Africa,1967,0.425
Western Africa,1967,0.44
Western Africa,1967,0.446
Western Africa,1967,0.51
Western Africa,1967,0.478
Western Africa,1967,0.424
Western Africa,1967,0.437
Western Africa,1967,0.57
Northern America,1967,0.948
Northern America,1967,1.621
Northern America,1967,1.087
Northern America,1967,0.825
Northern America,1967,0.519
Northern America,1967,0.429
Northern America,1967,0.366
Northern America,1967,0.38
Northern America,1967,0.602
Northern America,1967,0.936
Northern America,1967,0.627
Northern America,1967,1.326
Central America,1967,0.595
Central America,1967,0.52
Central America,1967,0.643
Central America,1967,0.461
Central America,1967,0.325
Central America,1967,0.403
Central America,1967,0.488
Central America,1967,0.385
Central America,1967,0.403
Central America,1967,0.469
Central America,1967,0.566
Central America,1967,0.513
South America,1967,0.263
South America,1967,0.326
South America,1967,0.414
South America,1967,0.418
South America,1967,0.479
South America,1967,0.564
South America,1967,0.495
South America,1967,0.39
South America,1967,0.334
South America,1967,0.335
South America,1967,0.315
South America,1967,0.272
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Central Asia,1967,
Eastern Asia,1967,1.045
Eastern Asia,1967,1.725
Eastern Asia,1967,1.077
Eastern Asia,1967,0.683
Eastern Asia,1967,0.467
Eastern Asia,1967,0.366
Eastern Asia,1967,0.303
Eastern Asia,1967,0.42
Eastern Asia,1967,0.482
Eastern Asia,1967,0.524
Eastern Asia,1967,1.088
Eastern Asia,1967,1.24
Southern Asia,1967,0.962
Southern Asia,1967,1.265
Southern Asia,1967,0.867
Southern Asia,1967,0.796
Southern Asia,1967,0.556
Southern Asia,1967,0.323
Southern Asia,1967,0.247
Southern Asia,1967,0.244
Southern Asia,1967,0.243
Southern Asia,1967,0.524
Southern Asia,1967,0.642
Southern Asia,1967,0.705
South-Eastern Asia,1967,0.567
South-Eastern Asia,1967,0.456
South-Eastern Asia,1967,0.381
South-Eastern Asia,1967,0.349
South-Eastern Asia,1967,0.25
South-Eastern Asia,1967,0.22
South-Eastern Asia,1967,0.2
South-Eastern Asia,1967,0.162
South-Eastern Asia,1967,0.143
South-Eastern Asia,1967,0.178
South-Eastern Asia,1967,0.368
South-Eastern Asia,1967,0.465
Western Asia,1967,1.179
Western Asia,1967,1.261
Western Asia,1967,0.935
Western Asia,1967,0.759
Western Asia,1967,0.572
Western Asia,1967,0.539
Western Asia,1967,0.474
Western Asia,1967,0.568
Western Asia,1967,0.585
Western Asia,1967,0.653
Western Asia,1967,0.934
Western Asia,1967,0.997
Eastern Europe,1967,1.94
Eastern Europe,1967,1.869
Eastern Europe,1967,1.375
Eastern Europe,1967,0.866
Eastern Europe,1967,0.642
Eastern Europe,1967,0.638
Eastern Europe,1967,0.539
Eastern Europe,1967,0.453
Eastern Europe,1967,0.576
Eastern Europe,1967,0.86
Eastern Europe,1967,0.88
Eastern Europe,1967,1.055
Northern Europe,1967,2.461
Northern Europe,1967,2.643
Northern Europe,1967,1.93
Northern Europe,1967,0.923
Northern Europe,1967,0.868
Northern Europe,1967,0.979
Northern Europe,1967,0.914
Northern Europe,1967,0.731
Northern Europe,1967,0.864
Northern Europe,1967,1.259
Northern Europe,1967,1.449
Northern Europe,1967,2.186
Southern Europe,1967,0.843
Southern Europe,1967,1.294
Southern Europe,1967,1.0
Southern Europe,1967,0.861
Southern Europe,1967,0.719
Southern Europe,1967,0.695
Southern Europe,1967,0.453
Southern Europe,1967,0.729
Southern Europe,1967,0.889
Southern Europe,1967,0.94
Southern Europe,1967,0.862
Southern Europe,1967,0.883
Western Europe,1967,2.053
Western Europe,1967,2.145
Western Europe,1967,1.577
Western Europe,1967,1.194
Western Europe,1967,0.873
Western Europe,1967,1.019
Western Europe,1967,1.099
Western Europe,1967,0.908
Western Europe,1967,1.174
Western Europe,1967,1.45
Western Europe,1967,1.098
Western Europe,1967,1.828
Australia and New Zealand,1967,0.654
Australia and New Zealand,1967,0.511
Australia and New Zealand,1967,0.514
Australia and New Zealand,1967,0.467
Australia and New Zealand,1967,0.691
Australia and New Zealand,1967,0.601
Australia and New Zealand,1967,0.76
Australia and New Zealand,1967,0.608
